"","colony_id","Light_Value","micromol.L.s","Species","Run","Chamber.Vol.L"
"1","Dlab-C4","0",-0.00115948616600769,"Diploria labyrinthiformis",15,0.596
"2","Dlab-C4","124",0.00305322933771197,"Diploria labyrinthiformis",15,0.596
"3","Dlab-C4","165",0.00234017857142836,"Diploria labyrinthiformis",15,0.596
"4","Dlab-C4","233",0.00351019536019526,"Diploria labyrinthiformis",15,0.596
"5","Dlab-C4","289",0.00317905450500568,"Diploria labyrinthiformis",15,0.596
"6","Dlab-C4","32",-0.000953401709401787,"Diploria labyrinthiformis",15,0.596
"7","Dlab-C4","341",0.00302177777777777,"Diploria labyrinthiformis",15,0.596
"8","Dlab-C4","413",0.00308956043956006,"Diploria labyrinthiformis",15,0.596
"9","Dlab-C4","517",0.00230272058823495,"Diploria labyrinthiformis",15,0.596
"10","Dlab-C4","82",0.00196111660079044,"Diploria labyrinthiformis",15,0.596
"11","Dlab-E4","0",-0.00234726522187846,"Diploria labyrinthiformis",15,0.59
"12","Dlab-E4","124",0.00312043859649125,"Diploria labyrinthiformis",15,0.59
"13","Dlab-E4","165",0.00335549450549432,"Diploria labyrinthiformis",15,0.59
"14","Dlab-E4","233",0.00374376623376615,"Diploria labyrinthiformis",15,0.59
"15","Dlab-E4","289",0.00346984615384617,"Diploria labyrinthiformis",15,0.59
"16","Dlab-E4","32",-0.000513461538461558,"Diploria labyrinthiformis",15,0.59
"17","Dlab-E4","341",0.00308334615384613,"Diploria labyrinthiformis",15,0.59
"18","Dlab-E4","413",0.00274280067758328,"Diploria labyrinthiformis",15,0.59
"19","Dlab-E4","517",0.00172000000000011,"Diploria labyrinthiformis",15,0.59
"20","Dlab-E4","82",0.00150597826086937,"Diploria labyrinthiformis",15,0.59
"21","Mcav-A4","0",-0.000770833333333311,"Montastraea cavernosa",15,0.605
"22","Mcav-A4","124",0.000537881562881388,"Montastraea cavernosa",15,0.605
"23","Mcav-A4","165",0.000710256410256334,"Montastraea cavernosa",15,0.605
"24","Mcav-A4","233",0.000531964285714603,"Montastraea cavernosa",15,0.605
"25","Mcav-A4","289",0.000844494635799133,"Montastraea cavernosa",15,0.605
"26","Mcav-A4","32",-0.000183401709401694,"Montastraea cavernosa",15,0.605
"27","Mcav-A4","341",0.000706423076922816,"Montastraea cavernosa",15,0.605
"28","Mcav-A4","413",0.000710588235294292,"Montastraea cavernosa",15,0.605
"29","Mcav-A4","517",0.00041728243021346,"Montastraea cavernosa",15,0.605
"30","Mcav-A4","82",0.000266729323308434,"Montastraea cavernosa",15,0.605
"31","Mcav-B4","0",-0.00156585968379455,"Montastraea cavernosa",15,0.598
"32","Mcav-B4","124",0.00168068181818172,"Montastraea cavernosa",15,0.598
"33","Mcav-B4","165",0.00206000000000036,"Montastraea cavernosa",15,0.598
"34","Mcav-B4","233",0.00257445054945028,"Montastraea cavernosa",15,0.598
"35","Mcav-B4","289",0.0023442647058824,"Montastraea cavernosa",15,0.598
"36","Mcav-B4","32",-0.000351573617952959,"Montastraea cavernosa",15,0.598
"37","Mcav-B4","341",0.00208823529411748,"Montastraea cavernosa",15,0.598
"38","Mcav-B4","413",0.0024778846153844,"Montastraea cavernosa",15,0.598
"39","Mcav-B4","517",0.00222924901185763,"Montastraea cavernosa",15,0.598
"40","Mcav-B4","82",0.000744821428571679,"Montastraea cavernosa",15,0.598
"41","Mdec-C4","0",-0.00162987012987037,"Madracis decactis",15,0.601
"42","Mdec-C4","124",0.0013413537549407,"Madracis decactis",15,0.601
"43","Mdec-C4","165",0.00177872405372395,"Madracis decactis",15,0.601
"44","Mdec-C4","233",0.00197630434782603,"Madracis decactis",15,0.601
"45","Mdec-C4","289",0.00199485294117682,"Madracis decactis",15,0.601
"46","Mdec-C4","32",-0.000265273477812392,"Madracis decactis",15,0.601
"47","Mdec-C4","341",0.00218598901098905,"Madracis decactis",15,0.601
"48","Mdec-C4","413",0.00199830769230759,"Madracis decactis",15,0.601
"49","Mdec-C4","517",0.00216106719367582,"Madracis decactis",15,0.601
"50","Mdec-C4","82",0.000560219780219788,"Madracis decactis",15,0.601
"51","Mdec-F4","0",-0.00193224167137177,"Madracis decactis",15,0.6
"52","Mdec-F4","124",0.00116309523809522,"Madracis decactis",15,0.6
"53","Mdec-F4","165",0.000927747252747687,"Madracis decactis",15,0.6
"54","Mdec-F4","233",0.00142433823529419,"Madracis decactis",15,0.6
"55","Mdec-F4","289",0.00180220588235313,"Madracis decactis",15,0.6
"56","Mdec-F4","32",-0.000456298701298793,"Madracis decactis",15,0.6
"57","Mdec-F4","341",0.00172421579532817,"Madracis decactis",15,0.6
"58","Mdec-F4","413",0.00192703007518798,"Madracis decactis",15,0.6
"59","Mdec-F4","517",0.00179978021978017,"Madracis decactis",15,0.6
"60","Mdec-F4","82",0.000484323308270441,"Madracis decactis",15,0.6
"61","Past-B4","0",-0.00171800000000011,"Porites astreoides",15,0.596
"62","Past-B4","124",0.0030467843459223,"Porites astreoides",15,0.596
"63","Past-B4","165",0.00341668548842474,"Porites astreoides",15,0.596
"64","Past-B4","233",0.00356752450980361,"Porites astreoides",15,0.596
"65","Past-B4","289",0.00419902597402626,"Porites astreoides",15,0.596
"66","Past-B4","32",3.8602941176484e-05,"Porites astreoides",15,0.596
"67","Past-B4","341",0.00407868421052645,"Porites astreoides",15,0.596
"68","Past-B4","413",0.00374669117647059,"Porites astreoides",15,0.596
"69","Past-B4","517",0.00395590909090919,"Porites astreoides",15,0.596
"70","Past-B4","82",0.00176831785345706,"Porites astreoides",15,0.596
"71","Past-D4","0",-0.00186496388028906,"Porites astreoides",15,0.582
"72","Past-D4","124",0.00198878260869561,"Porites astreoides",15,0.582
"73","Past-D4","165",0.0023434130434783,"Porites astreoides",15,0.582
"74","Past-D4","233",0.002645128626163,"Porites astreoides",15,0.582
"75","Past-D4","289",0.00262729618163048,"Porites astreoides",15,0.582
"76","Past-D4","32",-0.000405307735742474,"Porites astreoides",15,0.582
"77","Past-D4","341",0.00263136645962725,"Porites astreoides",15,0.582
"78","Past-D4","413",0.00242426470588215,"Porites astreoides",15,0.582
"79","Past-D4","517",0.00285317391304352,"Porites astreoides",15,0.582
"80","Past-D4","82",0.00135408866995067,"Porites astreoides",15,0.582
